Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Profit Ratio,Profit Ratio (copy),Quantity,Sales
Office Supplies,Toledo,United States,Sally Knutson,Angle-D,12/22/2019,CA-2019-119193,43615,Angle-D Ring Binders,East,Consumer,12/24/2019,First Class,Ohio,Binders,70%,1,-$1,-80%,-80%,1,$2
Office Supplies,Philadelphia,United States,William Brown,Other,12/10/2019,US-2019-110149,19143,Heavy-Duty E-Z-D Binders,East,Consumer,12/13/2019,First Class,Pennsylvania,Binders,70%,1,-$3,-77%,-77%,1,$3
Office Supplies,Cincinnati,United States,Allen Goldenen,Acco,11/20/2018,CA-2018-109820,45231,Acco 3-Hole Punch,East,Consumer,11/22/2018,First Class,Ohio,Binders,70%,1,-$2,-73%,-73%,2,$3
Office Supplies,Dublin,United States,Fred Harton,Cardinal,6/1/2019,CA-2019-106831,43017,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",East,Consumer,6/3/2019,First Class,Ohio,Binders,70%,1,-$3,-70%,-70%,2,$4
Office Supplies,Toledo,United States,Joy Daniels,Acco,9/9/2019,CA-2019-152198,43615,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",East,Consumer,9/10/2019,First Class,Ohio,Binders,70%,1,-$5,-83%,-83%,2,$6
Office Supplies,Philadelphia,United States,Pamela Stobb,GBC,9/14/2019,CA-2019-156237,19140,GBC Instant Report Kit,East,Consumer,9/15/2019,First Class,Pennsylvania,Binders,70%,1,-$3,-67%,-67%,2,$4
Office Supplies,Philadelphia,United States,Adam Shillingsburg,Other,9/16/2019,CA-2019-136448,19143,Binder Posts,East,Consumer,9/18/2019,First Class,Pennsylvania,Binders,70%,1,-$3,-80%,-80%,2,$3
Office Supplies,Philadelphia,United States,Adam Shillingsburg,GBC,9/16/2019,CA-2019-136448,19143,GBC DocuBind TL300 Electric Binding System,East,Consumer,9/18/2019,First Class,Pennsylvania,Binders,70%,1,-$413,-77%,-77%,2,$538
Office Supplies,Cincinnati,United States,Allen Goldenen,Avery,11/20/2018,CA-2018-109820,45231,Avery Recycled Flexi-View Covers for Binding Systems,East,Consumer,11/22/2018,First Class,Ohio,Binders,70%,1,-$11,-73%,-73%,3,$14
Office Supplies,Lakewood,United States,Christy Brittain,Other,11/5/2017,US-2017-136259,44107,Insertable Tab Post Binder Dividers,East,Consumer,11/8/2017,First Class,Ohio,Binders,70%,1,-$6,-77%,-77%,3,$7
Office Supplies,Toledo,United States,Joy Daniels,3M,9/9/2019,CA-2019-152198,43615,3M Organizer Strips,East,Consumer,9/10/2019,First Class,Ohio,Binders,70%,1,-$4,-73%,-73%,3,$5
Office Supplies,Philadelphia,United States,Clytie Kelty,Acco,7/11/2017,CA-2017-142237,19134,Acco Suede Grain Vinyl Round Ring Binder,East,Consumer,7/13/2017,First Class,Pennsylvania,Binders,70%,1,-$2,-80%,-80%,3,$3
Office Supplies,Philadelphia,United States,Larry Hughes,Angle-D,9/21/2016,CA-2016-117478,19140,"Angle-D Binders with Locking Rings, Label Holders",East,Consumer,9/24/2016,First Class,Pennsylvania,Binders,70%,1,-$5,-77%,-77%,3,$7
Office Supplies,Philadelphia,United States,Clytie Kelty,3M,7/11/2017,CA-2017-142237,19134,3M Organizer Strips,East,Consumer,7/13/2017,First Class,Pennsylvania,Binders,70%,1,-$5,-73%,-73%,4,$6
Office Supplies,Philadelphia,United States,Pamela Stobb,Other,9/14/2019,CA-2019-156237,19140,Aluminum Screw Posts,East,Consumer,9/15/2019,First Class,Pennsylvania,Binders,70%,1,-$12,-67%,-67%,4,$18
Office Supplies,Bethlehem,United States,Olvera Toch,GBC,7/28/2018,CA-2018-107783,18018,GBC Ibimaster 500 Manual ProClick Binding System,East,Consumer,7/29/2018,First Class,Pennsylvania,Binders,70%,1,-$913,-67%,-67%,6,"$1,370"
Office Supplies,Lafayette,United States,Bruce Degenhardt,Avery,5/30/2019,CA-2019-125472,70506,Avery Binder Labels,South,Consumer,5/31/2019,First Class,Louisiana,Binders,0%,1,$2,48%,48%,1,$4
Office Supplies,Waynesboro,United States,Lauren Leatherbury,Cardinal,4/16/2017,CA-2017-137974,22980,Cardinal EasyOpen D-Ring Binders,South,Consumer,4/18/2017,First Class,Virginia,Binders,0%,1,$5,50%,50%,1,$9
Office Supplies,Suffolk,United States,Shaun Weien,Other,12/11/2017,CA-2017-150560,23434,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",South,Consumer,12/12/2017,First Class,Virginia,Labels,0%,1,$96,49%,49%,2,$197
Office Supplies,Little Rock,United States,Clytie Kelty,Xerox,6/6/2018,US-2018-167472,72209,Xerox 230,South,Consumer,6/7/2018,First Class,Arkansas,Paper,0%,1,$6,48%,48%,2,$13
Office Supplies,Lafayette,United States,Amy Cox,Martin-Yale,12/19/2019,CA-2019-158729,70506,Martin Yale Chadless Opener Electric Letter Opener,South,Consumer,12/21/2019,First Class,Louisiana,Supplies,0%,1,$33,2%,2%,2,"$1,666"
Office Supplies,Virginia Beach,United States,Thomas Thornton,Tripp Lite,10/30/2017,CA-2017-132318,23464,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,South,Consumer,11/2/2017,First Class,Virginia,Appliances,0%,1,$53,29%,29%,3,$183
Office Supplies,Charlottesville,United States,Adam Shillingsburg,Newell,12/2/2019,US-2019-108063,22901,Newell 309,South,Consumer,12/5/2019,First Class,Virginia,Art,0%,1,$10,30%,30%,3,$35
Office Supplies,Little Rock,United States,Clytie Kelty,Avery,6/6/2018,US-2018-167472,72209,Avery Binder Labels,South,Consumer,6/7/2018,First Class,Arkansas,Binders,0%,1,$6,48%,48%,3,$12
Office Supplies,Little Rock,United States,Clytie Kelty,Other,6/6/2018,US-2018-167472,72209,Trimflex Flexible Post Binders,South,Consumer,6/7/2018,First Class,Arkansas,Binders,0%,1,$31,48%,48%,3,$64
Office Supplies,Woodstock,United States,Lauren Leatherbury,Acco,8/12/2016,CA-2016-153927,30188,Acco Translucent Poly Ring Binders,South,Consumer,8/13/2016,First Class,Georgia,Binders,0%,1,$7,48%,48%,3,$14
Office Supplies,Lafayette,United States,Michelle Huthwaite,Avery,10/13/2019,CA-2019-103212,70506,Avery 52,South,Consumer,10/14/2019,First Class,Louisiana,Labels,0%,1,$5,47%,47%,3,$11
Office Supplies,Little Rock,United States,Clytie Kelty,Xerox,6/6/2018,US-2018-167472,72209,Xerox 191,South,Consumer,6/7/2018,First Class,Arkansas,Paper,0%,1,$28,47%,47%,3,$60
Office Supplies,Louisville,United States,Natalie DeCherney,Xerox,5/5/2018,CA-2018-145247,40214,Xerox 1909,South,Consumer,5/7/2018,First Class,Kentucky,Paper,0%,1,$36,46%,46%,3,$79
Office Supplies,Columbus,United States,Anna Gayman,Fellowes,9/24/2019,CA-2019-163335,31907,Fellowes Desktop Hanging File Manager,South,Consumer,9/27/2019,First Class,Georgia,Storage,0%,1,$10,25%,25%,3,$40
Office Supplies,Chesapeake,United States,Emily Grady,Eureka,11/2/2017,CA-2017-138625,23320,"Eureka Hand Vacuum, Bagless",South,Consumer,11/5/2017,First Class,Virginia,Appliances,0%,1,$55,28%,28%,4,$198
Office Supplies,Richmond,United States,Bradley Drucker,Belkin,12/23/2017,CA-2017-117828,23223,Belkin Premiere Surge Master II 8-outlet surge protector,South,Consumer,12/26/2017,First Class,Virginia,Appliances,0%,1,$56,29%,29%,4,$194
Office Supplies,Fayetteville,United States,Joel Eaton,Ibico,9/22/2019,CA-2019-161053,72701,Ibico EB-19 Dual Function Manual Binding System,South,Consumer,9/23/2019,First Class,Arkansas,Binders,0%,1,$318,46%,46%,4,$692
Office Supplies,Atlanta,United States,John Stevenson,Avery,2/12/2018,CA-2018-110492,30318,"Avery Durable Slant Ring Binders, No Labels",South,Consumer,2/14/2018,First Class,Georgia,Binders,0%,1,$7,47%,47%,4,$16
Office Supplies,Springfield,United States,Roy Französisch,Avery,8/13/2018,CA-2018-125843,22153,Avery Heavy-Duty EZD  Binder With Locking Rings,South,Consumer,8/16/2018,First Class,Virginia,Binders,0%,1,$11,48%,48%,4,$22
Office Supplies,Florence,United States,Sheri Gordon,Other,3/23/2017,CA-2017-130218,29501,Staples,South,Consumer,3/26/2017,First Class,South Carolina,Fasteners,0%,1,$14,45%,45%,4,$32
Office Supplies,Lafayette,United States,Michelle Huthwaite,Xerox,10/13/2019,CA-2019-103212,70506,Xerox 231,South,Consumer,10/14/2019,First Class,Louisiana,Paper,0%,1,$12,48%,48%,4,$26
Office Supplies,Florence,United States,Sheri Gordon,Eldon,3/23/2017,CA-2017-130218,29501,Eldon Shelf Savers Cubes and Bins,South,Consumer,3/26/2017,First Class,South Carolina,Storage,0%,1,$1,2%,2%,4,$28
Office Supplies,Louisville,United States,Justin MacKendrick,Hunt,4/30/2016,CA-2016-160094,40214,Hunt Boston Vacuum Mount KS Pencil Sharpener,South,Consumer,5/2/2016,First Class,Kentucky,Art,0%,1,$45,26%,26%,5,$175
Office Supplies,Lafayette,United States,James Galang,Panasonic,7/24/2018,CA-2018-102498,70506,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,South,Consumer,7/25/2018,First Class,Louisiana,Art,0%,1,$21,29%,29%,5,$73
Office Supplies,Louisville,United States,Justin MacKendrick,Other,4/30/2016,CA-2016-160094,40214,Economy Rollaway Files,South,Consumer,5/2/2016,First Class,Kentucky,Storage,0%,1,$215,26%,26%,5,$826
Office Supplies,Virginia Beach,United States,Tamara Dahlen,Acme,5/19/2016,CA-2016-130155,23464,Acme Design Stainless Steel Bent Scissors,South,Consumer,5/22/2016,First Class,Virginia,Supplies,0%,1,$9,27%,27%,5,$34
Office Supplies,Arlington,United States,Gary Zandusky,Dixon,5/6/2019,CA-2019-156769,22204,Dixon Ticonderoga Core-Lock Colored Pencils,South,Consumer,5/9/2019,First Class,Virginia,Art,0%,1,$18,33%,33%,6,$55
Office Supplies,Atlanta,United States,John Stevenson,Tennsco,2/12/2018,CA-2018-110492,30318,Tennsco Double-Tier Lockers,South,Consumer,2/14/2018,First Class,Georgia,Storage,0%,1,$176,13%,13%,6,"$1,350"
Office Supplies,Columbus,United States,Anna Gayman,Avery,9/24/2019,CA-2019-163335,31907,Avery Durable Poly Binders,South,Consumer,9/27/2019,First Class,Georgia,Binders,0%,1,$18,46%,46%,7,$39
Office Supplies,Springfield,United States,Roy Französisch,Other,8/13/2018,CA-2018-125843,22153,Alphabetical Labels for Top Tab Filing,South,Consumer,8/16/2018,First Class,Virginia,Labels,0%,1,$52,50%,50%,7,$104
Office Supplies,Louisville,United States,Alan Hwang,Other,10/13/2019,US-2019-148831,40214,"Trav-L-File Heavy-Duty Shuttle II, Black",South,Consumer,10/15/2019,First Class,Kentucky,Storage,0%,1,$105,30%,30%,8,$349
Office Supplies,Jacksonville,United States,Rob Beeghly,Tyvek,1/14/2019,CA-2019-138779,28540,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",South,Consumer,1/15/2019,First Class,North Carolina,Envelopes,20%,1,$7,34%,34%,1,$22
Office Supplies,Memphis,United States,Herbert Flentye,Avery,5/1/2018,CA-2018-164784,38109,Avery 499,South,Consumer,5/4/2018,First Class,Tennessee,Labels,20%,1,$1,33%,33%,1,$4
Office Supplies,Miami,United States,Pauline Johnson,Other,6/20/2019,CA-2019-151218,33180,Plastic Stacking Crates & Casters,South,Consumer,6/23/2019,First Class,Florida,Storage,20%,1,$0,8%,8%,1,$4
Office Supplies,Memphis,United States,Dorothy Dickinson,Tennsco,12/30/2016,CA-2016-166730,38109,Tennsco Industrial Shelving,South,Consumer,1/1/2017,First Class,Tennessee,Storage,20%,1,-$9,-23%,-23%,1,$39
Office Supplies,Concord,United States,Denise Leinenbach,Acme,6/23/2016,US-2016-130358,28027,Acme Kleen Earth Office Shears,South,Consumer,6/26/2016,First Class,North Carolina,Supplies,20%,1,$0,11%,11%,1,$3
Office Supplies,Jacksonville,United States,Liz Thompson,Other,11/19/2018,CA-2018-157364,28540,Deluxe Chalkboard Eraser Cleaner,South,Consumer,11/21/2018,First Class,North Carolina,Art,20%,1,$6,33%,33%,2,$18
Office Supplies,Coral Springs,United States,Arthur Gainer,Avery,5/1/2019,CA-2019-110198,33065,Avery 492,South,Consumer,5/2/2019,First Class,Florida,Labels,20%,1,$1,33%,33%,2,$5
Office Supplies,Durham,United States,Lena Radford,Belkin,11/30/2017,CA-2017-141327,27707,Belkin 8 Outlet Surge Protector,South,Consumer,12/3/2017,First Class,North Carolina,Appliances,20%,1,$10,10%,10%,3,$98
Office Supplies,Goldsboro,United States,Sandra Flanagan,Acco,12/16/2018,CA-2018-130442,27534,Acco 6 Outlet Guardian Premium Surge Suppressor,South,Consumer,12/19/2018,First Class,North Carolina,Appliances,20%,1,$3,9%,9%,3,$35
Office Supplies,Burlington,United States,Jennifer Halladay,Staples in misc. colors,11/20/2019,CA-2019-121818,27217,Staples in misc. colors,South,Consumer,11/21/2019,First Class,North Carolina,Art,20%,1,$2,6%,6%,3,$29
Office Supplies,Miami,United States,Dan Campbell,Other,6/22/2019,US-2019-133781,33178,"#10 White Business Envelopes,4 1/8 x 9 1/2",South,Consumer,6/23/2019,First Class,Florida,Envelopes,20%,1,$13,34%,34%,3,$38
Office Supplies,Delray Beach,United States,Bruce Geld,Avery,3/23/2016,CA-2016-164749,33445,Avery 476,South,Consumer,3/26/2016,First Class,Florida,Labels,20%,1,$3,33%,33%,3,$10
Office Supplies,Jacksonville,United States,Sue Ann Reed,Avery,4/9/2019,CA-2019-122154,32216,Avery 48,South,Consumer,4/11/2019,First Class,Florida,Labels,20%,1,$5,33%,33%,3,$15
Office Supplies,Jacksonville,United States,Sue Ann Reed,Xerox,4/9/2019,CA-2019-122154,32216,Xerox 1915,South,Consumer,4/11/2019,First Class,Florida,Paper,20%,1,$88,35%,35%,3,$252
Office Supplies,Miami,United States,Bobby Elias,Xerox,9/23/2019,CA-2019-121314,33178,Xerox 1941,South,Consumer,9/26/2019,First Class,Florida,Paper,20%,1,$88,35%,35%,3,$252
Office Supplies,Nashville,United States,Toby Ritter,Xerox,8/14/2018,CA-2018-119515,37211,Xerox 200,South,Consumer,8/16/2018,First Class,Tennessee,Paper,20%,1,$5,35%,35%,3,$16
Office Supplies,Fayetteville,United States,Helen Andreada,Kensington,8/9/2018,US-2018-113649,28314,Kensington 7 Outlet MasterPiece Power Center,South,Consumer,8/12/2018,First Class,North Carolina,Appliances,20%,1,$64,11%,11%,4,$570
Office Supplies,Wilmington,United States,Evan Bailliet,Other,10/9/2019,CA-2019-162635,28403,Avoid Verbal Orders Carbonless Minifold Book,South,Consumer,10/10/2019,First Class,North Carolina,Paper,20%,1,$4,33%,33%,4,$11
Office Supplies,Hollywood,United States,Christine Sundaresam,Fellowes,8/15/2016,CA-2016-109043,33021,Fellowes Superior 10 Outlet Split Surge Protector,South,Consumer,8/17/2016,First Class,Florida,Appliances,20%,1,$17,11%,11%,5,$152
Office Supplies,Hollywood,United States,Christine Sundaresam,Xerox,8/15/2016,CA-2016-109043,33021,Xerox 1955,South,Consumer,8/17/2016,First Class,Florida,Paper,20%,1,$30,33%,33%,5,$91
Office Supplies,Jacksonville,United States,Dean Braden,Tenex,3/26/2018,US-2018-162677,28540,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",South,Consumer,3/27/2018,First Class,North Carolina,Storage,20%,1,$6,9%,9%,5,$68
Office Supplies,Burlington,United States,Jennifer Halladay,Newell,11/20/2019,CA-2019-121818,27217,Newell 336,South,Consumer,11/21/2019,First Class,North Carolina,Art,20%,1,$3,11%,11%,7,$24
Office Supplies,Charlotte,United States,Alex Grayson,Newell,12/18/2019,CA-2019-108287,28205,Newell 310,South,Consumer,12/20/2019,First Class,North Carolina,Art,20%,1,$1,11%,11%,9,$13
Office Supplies,Concord,United States,Denise Leinenbach,Prang,6/23/2016,US-2016-130358,28027,Prang Drawing Pencil Set,South,Consumer,6/26/2016,First Class,North Carolina,Art,20%,1,$2,9%,9%,9,$20
Office Supplies,Fayetteville,United States,Helen Andreada,Xerox,8/9/2018,US-2018-113649,28314,Xerox 199,South,Consumer,8/12/2018,First Class,North Carolina,Paper,20%,1,$10,31%,31%,9,$31
Office Supplies,Jacksonville,United States,Sue Ann Reed,Avery,4/9/2019,CA-2019-122154,32216,Avery Arch Ring Binders,South,Consumer,4/11/2019,First Class,Florida,Binders,70%,1,-$13,-77%,-77%,1,$17
Office Supplies,Memphis,United States,Herbert Flentye,Newell,5/1/2018,CA-2018-164784,38109,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,South,Consumer,5/4/2018,First Class,Tennessee,Binders,70%,1,-$2,-73%,-73%,2,$3
Office Supplies,Pensacola,United States,Pierre Wener,Avery,7/29/2018,US-2018-131891,32503,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",South,Consumer,7/31/2018,First Class,Florida,Binders,70%,1,-$1,-67%,-67%,3,$2
Office Supplies,Boca Raton,United States,Vivian Mathis,GBC,6/14/2018,CA-2018-133872,33433,GBC Twin Loop Wire Binding Elements,South,Consumer,6/17/2018,First Class,Florida,Binders,70%,1,-$27,-67%,-67%,4,$40
Office Supplies,Durham,United States,Lena Radford,Avery,11/30/2017,CA-2017-141327,27707,Avery Durable Binders,South,Consumer,12/3/2017,First Class,North Carolina,Binders,70%,1,-$4,-70%,-70%,7,$6
Office Supplies,San Diego,United States,Adam Shillingsburg,Belkin,12/24/2016,CA-2016-132913,92037,Belkin 7-Outlet SurgeMaster Home Series,West,Consumer,12/26/2016,First Class,California,Appliances,0%,1,$4,26%,26%,1,$14
Office Supplies,Edmonds,United States,Phillip Flathmann,Boston,9/7/2019,US-2019-130687,98026,Boston 1799 Powerhouse Electric Pencil Sharpener,West,Consumer,9/10/2019,First Class,Washington,Art,0%,1,$7,28%,28%,1,$26
Office Supplies,San Diego,United States,Charles Crestani,Xerox,7/20/2016,CA-2016-141726,92105,Xerox 189,West,Consumer,7/22/2016,First Class,California,Paper,0%,1,$50,48%,48%,1,$105
Office Supplies,Seattle,United States,Sandra Glassco,Xerox,12/16/2017,CA-2017-162544,98105,Xerox 190,West,Consumer,12/19/2017,First Class,Washington,Paper,0%,1,$2,47%,47%,1,$5
Office Supplies,San Francisco,United States,Rose O'Brian,Acco,11/10/2018,CA-2018-152940,94110,Acco Perma 2700 Stacking Storage Drawers,West,Consumer,11/13/2018,First Class,California,Storage,0%,1,$4,15%,15%,1,$30
Office Supplies,Seattle,United States,Chris Cortes,Fellowes,11/16/2019,US-2019-107888,98103,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,West,Consumer,11/19/2019,First Class,Washington,Storage,0%,1,$8,24%,24%,1,$33
Office Supplies,Bakersfield,United States,Patrick Gardner,Fellowes,9/29/2019,CA-2019-140186,93309,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",West,Consumer,10/2/2019,First Class,California,Appliances,0%,1,$25,26%,26%,2,$98
Office Supplies,Pasadena,United States,Roy Collins,Belkin,6/20/2018,CA-2018-141397,91104,Belkin 6 Outlet Metallic Surge Strip,West,Consumer,6/21/2018,First Class,California,Appliances,0%,1,$6,26%,26%,2,$22
Office Supplies,San Jose,United States,Neola Schneider,Belkin,10/1/2019,CA-2019-129378,95123,"Belkin 325VA UPS Surge Protector, 6'",West,Consumer,10/2/2019,First Class,California,Appliances,0%,1,$60,25%,25%,2,$242
Office Supplies,Los Angeles,United States,Arthur Prichep,Boston,4/27/2019,CA-2019-168228,90045,Boston Home & Office Model 2000 Electric Pencil Sharpeners,West,Consumer,4/29/2019,First Class,California,Art,0%,1,$12,26%,26%,2,$47
Office Supplies,Los Angeles,United States,William Brown,Newell,6/29/2019,CA-2019-138149,90049,Newell 328,West,Consumer,6/30/2019,First Class,California,Art,0%,1,$3,26%,26%,2,$12
Office Supplies,San Francisco,United States,Anna Andreadi,Other,7/4/2018,CA-2018-147137,94109,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",West,Consumer,7/6/2018,First Class,California,Envelopes,0%,1,$21,47%,47%,2,$44
Office Supplies,Los Angeles,United States,Guy Thornton,Other,7/3/2018,CA-2018-130029,90049,"Brites Rubber Bands, 1 1/2 oz. Box",West,Consumer,7/6/2018,First Class,California,Fasteners,0%,1,$0,2%,2%,2,$4
Office Supplies,Redondo Beach,United States,Joseph Holt,Advantus,9/5/2018,CA-2018-151372,90278,Advantus Push Pins,West,Consumer,9/6/2018,First Class,California,Fasteners,0%,1,$2,41%,41%,2,$4
Office Supplies,San Diego,United States,Dennis Kane,Other,12/12/2017,CA-2017-145065,92105,Staples,West,Consumer,12/15/2017,First Class,California,Fasteners,0%,1,$4,46%,46%,2,$8
Office Supplies,Seattle,United States,Christina DeMoss,OIC,11/18/2019,US-2019-132444,98105,Binder Clips by OIC,West,Consumer,11/21/2019,First Class,Washington,Fasteners,0%,1,$1,48%,48%,2,$3
Office Supplies,Los Angeles,United States,Emily Phan,Xerox,12/18/2019,CA-2019-102099,90008,Xerox 1996,West,Consumer,12/19/2019,First Class,California,Paper,0%,1,$6,48%,48%,2,$13
Office Supplies,Los Angeles,United States,Guy Thornton,Xerox,7/3/2018,CA-2018-130029,90049,Xerox 200,West,Consumer,7/6/2018,First Class,California,Paper,0%,1,$6,48%,48%,2,$13
Office Supplies,Redondo Beach,United States,Joseph Holt,Other,9/5/2018,CA-2018-151372,90278,14-7/8 x 11 Blue Bar Computer Printout Paper,West,Consumer,9/6/2018,First Class,California,Paper,0%,1,$46,48%,48%,2,$96
Office Supplies,San Francisco,United States,Troy Staebel,Wirebound,6/16/2019,CA-2019-105214,94122,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",West,Consumer,6/19/2019,First Class,California,Paper,0%,1,$9,47%,47%,2,$19
